user_id,total_folder_selections,different_folders_used,days_active_selecting,most_used_folder
RV389874,1,1,1,Medewerker dossier
RT980646,1,1,1,Persoonsgegevens
RQ893657,1,1,1,Loopbaan / personeelsontwikkeling
IC230190,1,1,1,Dienstongeval / Beroepsziekte
RP340527,1,1,1,Functioneren
RY907893,1,1,1,Jaargesprekken
RS644461,1,1,1,Opleidingen
RZ252279,1,1,1,Medewerker dossier
RT953485,1,1,1,Medewerker dossier
RX329686,1,1,1,Voorzieningen
IC248464,1,1,1,Persoonlijk
IC251434,1,1,1,Medewerker dossier
RX617321,1,1,1,Arbeidsvoorwaarden
RX878736,1,1,1,Persoonlijke ontwikkeling en functioneren
RY936316,1,1,1,Arbeidsovereenkomst
RX640880,1,1,1,Persoonsgegevens
RQ134702,1,1,1,Persoonlijk
RS969361,1,1,1,Dienstverbanden
IC269846,1,1,1,Medewerker dossier
RS722470,1,1,1,Verlof
IC265034,1,1,1,Medewerker dossier
RZ252223,1,1,1,Ontwikkeling
IC285447,1,1,1,Werknotities P&O
UA009042,1,1,1,Loopbaan
RY527843,1,1,1,Salarisadministratie
RZ275404,1,1,1,Arbeidsovereenkomst
RX421802,1,1,1,Documenthistorie rapportages
RW935856,1,1,1,Personeelsdossier
RT996895,1,1,1,Opleiding
RX126807,1,1,1,Arbeidsvoorwaarden
RY871795,1,1,1,11 Overige aanvragen
RU365908,1,1,1,Medewerker dossier
RY743443,1,1,1,Aanstelling en arbeidsvoorwaarden
RP237916,1,1,1,Aanstelling/overeenkomst
UA010637,1,1,1,Archief Verzuim
RT188311,1,1,1,5. Gespreksverslagen
RZ256849,1,1,1,Arbeidsvoorwaarden
RT1031010,1,1,1,Medewerker dossier
RY229423,1,1,1,Persoonlijk
IC122569,1,1,1,Verzuim
RY699607,1,1,1,02 Arbeidsvoorwaarden
RZ137930,1,1,1,06.1 UWV
RT932068,1,1,1,Medewerker dossier
RP378910,1,1,1,Medewerker dossier
IC288035,1,1,1,Medewerker dossier
RZ321613,1,1,1,Medewerker dossier
RV916102,1,1,1,Verzuim
RO536145,1,1,1,Salaris
RY241374,1,1,1,2. Arbeidsovereenkomst/ arbeidsvoorwaarden
IC211932,1,1,1,Medewerker dossier
IC297331,1,1,1,Archief ouder dan 01-01-2015
RQ158455,1,1,1,Dienstverband
RQ420491,1,1,1,Dienstverband
RY675587,1,1,1,Verstreken bewaartermijn
RP624857,1,1,1,Medewerker dossier
UA008194,1,1,1,Verlof
RO213277,1,1,1,Salaris
RX424497,1,1,1,Arbeidsvoorwaarden
RY855572,1,1,1,Loopbaan / personeelsontwikkeling
RQ579208,1,1,1,HRM
IC202443,1,1,1,Arbeidsvoorwaarden
RX625385,1,1,1,Assesment bij benoeming
RY138104,1,1,1,Arbeidsvoorwaarden
IC140139,1,1,1,Alle dossiers
RW766535,1,1,1,Arbeidsvoorwaarden/belonen
RX927982,1,1,1,Arbeidsvoorwaarden
RZ266448,1,1,1,Dienstverband
RY895370,1,1,1,Persoonlijk
RQ523012,1,1,1,Dienstongeval / Beroepsziekte
RQ902831,1,1,1,Arbeidsvoorwaarden
RX788409,1,1,1,Aanstelling/overeenkomst
RX825350,1,1,1,Persoonlijk
RY643181,1,1,1,Arbeidsvoorwaarden
RW221984,1,1,1,Medewerker dossier
RW876284,1,1,1,Diversen
RX333515,1,1,1,Verlof
RW576295,1,1,1,Werkdossier manager
RY906080,1,1,1,Arbeidsvoorwaarden
RY758268,1,1,1,Persoonlijk
RX825023,1,1,1,Verlof
RO650227,1,1,1,Arbeidsovereenkomst
RY1010985,1,1,1,Medewerker dossier
RP828234,1,1,1,Medewerker dossier
RY500329,1,1,1,1-NAW/Persoonsgegevens
RW525708,1,1,1,Medewerker dossier
IC209472,1,1,1,Aanstelling en arbeidsvoorwaarden
RS477762,1,1,1,Overeenkomsten
RY796039,1,1,1,Verzuim
IC267684,1,1,1,Prullenbak
RX636323,1,1,1,Ziekte en reintegratie
RZ140876,1,1,1,Medewerker dossier
RZ319556,1,1,1,Salaris
RX877043,1,1,1,Salaris
RZ262770,1,1,1,Mutaties
RY644034,1,1,1,Verzuim en reïntegratie
RY867246,1,1,1,Medewerker dossier
IC269097,1,1,1,Medewerker dossier
RU102441,1,1,1,Jaargesprekken en Functioneren
RX776938,1,1,1,Verzuim
RZ185496,1,1,1,Arbeidsvoorwaarden
RX931124,1,1,1,Contracten
RV794002,1,1,1,Medewerker dossier
RW448857,1,1,1,Contract & arbeidsvoorwaarden
RW926198,1,1,1,Aanstelling/overeenkomst
IC128423,1,1,1,Medewerker dossier
RX561356,1,1,1,Medewerker dossier
RY652140,1,1,1,Arbeidsvoorwaarden/belonen
RV448912,1,1,1,Medewerker dossier
IC106975,1,1,1,2. Arbeidsvoorwaarden
IC261884,1,1,1,"Talent, Opleiding en Ontwikkeling"
RY463826,1,1,1,Contracten
RQ522005,1,1,1,Loopbaan
RX876836,1,1,1,Contract & arbeidsvoorwaarden
RQ118228,1,1,1,Persoonsgegevens
IC233479,1,1,1,Medewerker dossier
RX448068,1,1,1,Aanstelling en arbeidsvoorwaarden
RX329831,1,1,1,Opleiding & Ontwikkeling
RP238106,1,1,1,Aanstelling/overeenkomst
UA004923,1,1,1,Loopbaan
RW721989,1,1,1,"1. Arbeidsovereenkomst, doorstroom en ontslag"
RQ472394,1,1,1,Medewerker dossier
RU352863,1,1,1,Medewerker dossier
RY728000,1,1,1,Medewerker dossier
RO584487,1,1,1,Persoonlijk
RX145748,1,1,1,Aanstelling/overeenkomst
RX890723,1,1,1,Arbeidsovereenkomst
RO728896,1,1,1,Arbeidsovereenkomst
RY358319,1,1,1,Salaris/Beloning
RO645326,1,1,1,Arbo en ziekte
RT986219,1,1,1,Opleidingsgegevens
IC109727,1,1,1,Medewerker dossier
IC191321,1,1,1,Financiën
RX296319,1,1,1,Verstreken geldigheidstermijn
RY911515,1,1,1,Medewerker dossier
RY526399,1,1,1,Persoonlijk
RY900491,1,1,1,Aanstelling/overeenkomst
RV823962,1,1,1,Arbeidsovereenkomsten
RV903468,1,1,1,Arbeidsvoorwaarden
RT948555,1,1,1,Persoonsgegevens
RP528345,1,1,1,Arbeidsvoorwaarden
RP785876,1,1,1,Functioneren en loopbaanontwikkeling
RV858348,1,1,1,Persoonsgegevens
RY890849,1,1,1,Medewerker dossier
RZ179661,1,1,1,Persoonlijk
RZ350103,1,1,1,Medewerker dossier
RX817117,1,1,1,Medewerker dossier
RY233854,1,1,1,Primaire arbeidsvoorwaarden
RY1005947,1,1,1,UWV
RZ286085,1,1,1,Arbeidsvoorwaarden/contracten
RP782877,1,1,1,Medewerker dossier
RX228769,1,1,1,Medewerker dossier
RY645119,1,1,1,Arbeidsvoorwaarden
UA007136,1,1,1,Medewerker dossier
RZ150865,1,1,1,Arbeidsovereenkomsten
RY936027,1,1,1,Verlof
RZ250020,1,1,1,Arbeidsvoorwaarden
RZ176680,1,1,1,Medewerker dossier
RY534102,1,1,1,Medewerker dossier
RX426608,1,1,1,Persoonlijke gegevens
RO864677,1,1,1,Prullenbak
IC253909,1,1,1,Medewerker dossier
RS958312,1,1,1,Medewerker dossier
RZ186074,1,1,1,Arbeidsovereenkomst
RP282981,1,1,1,Medewerker dossier
RZ181338,1,1,1,Opleiden
RO829233,1,1,1,Arbeidsovereenkomst
RO1029973,1,1,1,07 Verzuim
RX243365,1,1,1,Medewerker dossier
RP842370,1,1,1,Functioneren en loopbaan
IC290546,1,1,1,Medewerker dossier
RX333408,1,1,1,Salaris
RY690241,1,1,1,Prullenbak
RY658632,1,1,1,Prullenbak
RO987942,1,1,1,Declaraties
RZ278357,1,1,1,Contracten
RV617538,1,1,1,Diploma en certificaten
RO947812,1,1,1,Medewerker dossier
UA000924,1,1,1,Aanstelling
RX922151,1,1,1,Aanvullende salarisdocumenten
IC187296,1,1,1,Medewerker dossier
RW141467,1,1,1,Flexibele arbeidsvoorwaarden
RX140820,1,1,1,Functioneren en beoordelen
IC191000,1,1,1,Arbeidsvoorwaarden
IC284993,1,1,1,Medewerker dossier
RY418232,1,1,1,Medewerker dossier
IC248938,1,1,1,Prullenbak
RZ248554,1,1,1,Prullenbak
RX268283,1,1,1,Persoonlijk
RY956689,1,1,1,04.1 Declaratie
RX887063,1,1,1,Aanstelling/overeenkomst
RY629083,1,1,1,02 Arbeidsovereenkomst
RX388967,1,1,1,Loopbaan
IC283765,1,1,1,Arbeidsvoorwaarden
RX352188,1,1,1,Functioneren
IC227685,1,1,1,Einde dienstverband
RP119159,1,1,1,Personeelsdossier
RO991122,1,1,1,Functionering
RY784425,1,1,1,Medewerker dossier
RQ521270,1,1,1,Medewerker dossier
RY871800,1,1,1,02.1 Arbeidsovereenkomst
IC217950,1,1,1,Medewerker dossier
RO173674,1,1,1,Medewerker dossier
RW143212,1,1,1,Opleidingen en Loopbaan
RT162320,1,1,1,Dienstverbanden
RZ346888,1,1,1,Arbo en Verzuim
RV327578,1,1,1,Opleiding & Personeelsontwikkeling
RV605460,1,1,1,Personeelsdossier
RX702166,1,1,1,Loopbaan/personeelsontwikkeling
RP774307,1,1,1,Algemeen
IC102660,1,1,1,Arbeidsvoorwaarden
RY829372,1,1,1,05 Verlof
RZ289738,1,1,1,02 Arbeidsovereenkomst
RW540348,1,1,1,Persoonsgegevens
RO684570,1,1,1,Arbeidsovereenkomst
UA007669,1,1,1,Medewerker dossier
RU125851,1,1,1,Persoonsgegevens
RY984789,1,1,1,Functioneren en loopbaan
RQ520462,1,1,1,Persoonlijk
RY897899,1,1,1,Arbeidsvoorwaarden
RQ479235,1,1,1,Archief ouder dan 01-01-2015
RW111729,1,1,1,Medewerker dossier
RY940431,1,1,1,Medewerker dossier
RX584940,1,1,1,Dienstverband
RY542072,1,1,1,Medewerker dossier
RY533927,1,1,1,04. Loopbaan / personeelsontwikkeling
IC127562,1,1,1,Studie
RZ209705,1,1,1,Arbeidsvoorwaarden
RZ181514,1,1,1,Persoonsgegevens
RY956024,1,1,1,05.1 Gesprekkencyclus
RT411157,1,1,1,Functionering
RZ267628,1,1,1,Arbeidsovereenkomst
RX611751,1,1,1,Verlof
RV464747,1,1,1,Medewerker dossier
RW650218,1,1,1,Arbeids-/Vrijwilligersovereenkomst
RY1012401,1,1,1,Arbeidsvoorwaarden
